id,person_name,gender,age,migration_date,from_city,to_city,reason,distance_km
mig_6089857,Person_141867,Чоловік,25,2025-03-31,Київ,Полтава,Відновлення після війни,304.13
mig_1719144,Person_525358,Чоловік,28,2025-01-17,Запоріжжя,Вінниця,Бізнес,516.29
mig_6340621,Person_6482,Чоловік,32,2025-01-22,Харків,Львів,Сімейні обставини,875.45
mig_7936251,Person_187736,Жінка,18,2025-02-03,Київ,Суми,Екологічні причини,306.35
mig_4089982,Person_416164,Чоловік,39,2025-02-27,Київ,Львів,Покращення житлових умов,468.95
mig_4315978,Person_764051,Жінка,18,2025-02-17,Запоріжжя,Суми,Покращення житлових умов,342.21
mig_6829248,Person_877397,Жінка,52,2025-02-11,Київ,Донецьк,Сімейні обставини,594.92
mig_4574639,Person_486680,Жінка,18,2025-04-09,Дніпро,Вінниця,Навчання,490.12
mig_4333726,Person_461709,Жінка,37,2025-03-20,Харків,Одеса,Робота,565.19
mig_4673503,Person_460962,Чоловік,38,2025-03-19,Харків,Львів,Екологічні причини,875.45
mig_4387409,Person_124372,Жінка,39,2025-03-19,Харків,Запоріжжя,Бізнес,252.6
mig_6343108,Person_485223,Чоловік,32,2025-01-26,Дніпро,Львів,Навчання,817.27
mig_8304259,Person_181133,Чоловік,18,2025-02-02,Дніпро,Київ,Покращення житлових умов,395.21
mig_6960152,Person_363332,Чоловік,44,2025-02-01,Суми,Полтава,Екологічні причини,147.81
mig_2843721,Person_529861,Жінка,18,2025-02-12,Одеса,Дніпро,Навчання,393.29
mig_7764858,Person_890007,Чоловік,34,2025-04-10,Запоріжжя,Одеса,Покращення житлових умов,367.19
mig_2354129,Person_790602,Чоловік,47,2025-04-07,Донецьк,Львів,Сімейні обставини,1027.87
mig_5478684,Person_979678,Чоловік,27,2025-03-18,Вінниця,Львів,Робота,328.23
mig_6243044,Person_374583,Жінка,43,2025-03-12,Запоріжжя,Одеса,Покращення житлових умов,367.19
mig_9264609,Person_245005,Жінка,52,2025-02-24,Харків,Одеса,Навчання,565.19
mig_2634660,Person_288685,Чоловік,18,2025-01-18,Полтава,Донецьк,Сімейні обставини,295.97
mig_8797664,Person_824267,Жінка,22,2025-02-03,Одеса,Львів,Навчання,621.95
mig_2789269,Person_112576,Жінка,34,2025-04-01,Вінниця,Дніпро,Сімейні обставини,490.12
mig_2067073,Person_162622,Жінка,24,2025-02-14,Харків,Київ,Навчання,410.33
mig_4393956,Person_97164,Жінка,41,2025-02-10,Суми,Донецьк,Покращення житлових умов,388.37
mig_4818254,Person_195276,Жінка,42,2025-02-27,Дніпро,Суми,Навчання,272.31
mig_8660746,Person_466648,Жінка,24,2025-04-04,Запоріжжя,Харків,Відновлення після війни,252.6
mig_1805690,Person_122499,Жінка,30,2025-03-21,Запоріжжя,Полтава,Робота,199.31
mig_4556155,Person_153849,Чоловік,43,2025-02-06,Донецьк,Запоріжжя,Робота,199.98
mig_9574114,Person_204727,Жінка,41,2025-04-04,Харків,Львів,Робота,875.45
mig_4056094,Person_649499,Жінка,44,2025-03-15,Вінниця,Дніпро,Навчання,490.12
mig_6005678,Person_259393,Жінка,46,2025-03-20,Львів,Вінниця,Відновлення після війни,328.23
mig_1080705,Person_554593,Чоловік,45,2025-04-01,Донецьк,Запоріжжя,Робота,199.98
mig_5457309,Person_877497,Чоловік,52,2025-03-30,Полтава,Дніпро,Робота,130.09
mig_3381908,Person_153006,Жінка,59,2025-03-30,Запоріжжя,Полтава,Сімейні обставини,199.31
mig_9072850,Person_55157,Жінка,40,2025-02-28,Суми,Вінниця,Навчання,489.75
mig_8230032,Person_872270,Чоловік,20,2025-02-12,Одеса,Суми,Робота,576.11
mig_7270050,Person_407443,Жінка,56,2025-04-04,Вінниця,Одеса,Особисті причини,349.26
mig_8938434,Person_589275,Жінка,36,2025-01-30,Київ,Вінниця,Робота,200.43
mig_4398613,Person_968257,Жінка,18,2025-03-25,Вінниця,Київ,Сімейні обставини,200.43
mig_9222442,Person_141659,Чоловік,18,2025-03-02,Харків,Львів,Навчання,875.45
mig_7428079,Person_85685,Жінка,21,2025-04-09,Львів,Полтава,Робота,758.72
mig_1902229,Person_632554,Чоловік,58,2025-03-29,Запоріжжя,Полтава,Навчання,199.31
mig_3223877,Person_893032,Жінка,41,2025-01-26,Вінниця,Суми,Навчання,489.75
mig_4376348,Person_590205,Жінка,70,2025-03-10,Полтава,Дніпро,Покращення житлових умов,130.09
mig_7548216,Person_321992,Жінка,38,2025-02-20,Львів,Вінниця,Покращення житлових умов,328.23
mig_8394011,Person_672321,Жінка,18,2025-02-20,Київ,Львів,Бізнес,468.95
mig_9426857,Person_291602,Чоловік,27,2025-04-07,Вінниця,Одеса,Покращення житлових умов,349.26
mig_3900009,Person_444591,Жінка,44,2025-03-17,Київ,Запоріжжя,Навчання,444.56
mig_1318704,Person_360679,Жінка,55,2025-02-08,Донецьк,Львів,Навчання,1027.87
mig_3590440,Person_757202,Чоловік,47,2025-02-15,Суми,Вінниця,Робота,489.75
mig_1266080,Person_675333,Чоловік,18,2025-02-19,Харків,Вінниця,Навчання,567.04
mig_6352790,Person_529235,Жінка,34,2025-01-22,Вінниця,Запоріжжя,Робота,516.29
mig_6595217,Person_731967,Чоловік,38,2025-02-16,Київ,Вінниця,Покращення житлових умов,200.43
mig_5575168,Person_636485,Жінка,37,2025-03-06,Київ,Дніпро,Навчання,395.21
mig_7388187,Person_640230,Чоловік,58,2025-03-25,Київ,Полтава,Робота,304.13
mig_7950485,Person_202985,Чоловік,64,2025-03-25,Одеса,Львів,Навчання,621.95
mig_8741950,Person_407827,Чоловік,28,2025-03-19,Одеса,Київ,Сімейні обставини,441.44
mig_9170226,Person_892588,Жінка,26,2025-02-04,Львів,Вінниця,Навчання,328.23
mig_7266507,Person_436837,Чоловік,18,2025-03-05,Вінниця,Полтава,Робота,443.09
mig_5398582,Person_32107,Жінка,31,2025-02-06,Вінниця,Суми,Екологічні причини,489.75
mig_6384919,Person_507896,Жінка,63,2025-02-11,Полтава,Харків,Бізнес,129.02
mig_4413323,Person_313757,Жінка,35,2025-02-12,Донецьк,Одеса,Навчання,562.15
mig_5624469,Person_524160,Чоловік,21,2025-04-08,Вінниця,Дніпро,Сімейні обставини,490.12
mig_3818672,Person_226981,Чоловік,49,2025-02-12,Вінниця,Київ,Робота,200.43
mig_8190693,Person_244472,Жінка,18,2025-01-17,Полтава,Донецьк,Робота,295.97
mig_3236029,Person_290103,Жінка,40,2025-03-12,Донецьк,Суми,Робота,388.37
mig_3847259,Person_903772,Жінка,18,2025-02-08,Суми,Київ,Робота,306.35
mig_8005031,Person_454098,Жінка,18,2025-02-19,Вінниця,Дніпро,Покращення житлових умов,490.12
mig_7422312,Person_254362,Жінка,19,2025-04-02,Дніпро,Харків,Бізнес,190.64
mig_1234691,Person_116168,Жінка,40,2025-01-22,Суми,Вінниця,Робота,489.75
mig_2383743,Person_792393,Жінка,24,2025-01-18,Одеса,Суми,Робота,576.11
mig_2014393,Person_692048,Чоловік,21,2025-03-30,Дніпро,Вінниця,Сімейні обставини,490.12
mig_8096874,Person_156491,Чоловік,37,2025-03-03,Полтава,Донецьк,Робота,295.97
mig_5736608,Person_420079,Чоловік,49,2025-04-10,Київ,Львів,Екологічні причини,468.95
mig_3063141,Person_514217,Жінка,23,2025-02-15,Вінниця,Львів,Сімейні обставини,328.23
mig_4444915,Person_275117,Чоловік,60,2025-02-17,Запоріжжя,Донецьк,Навчання,199.98
mig_9682890,Person_844057,Чоловік,45,2025-02-15,Донецьк,Харків,Навчання,248.19
mig_3953580,Person_945812,Чоловік,27,2025-02-14,Вінниця,Львів,Навчання,328.23
mig_5313383,Person_249948,Жінка,21,2025-02-07,Київ,Полтава,Відновлення після війни,304.13
mig_6289903,Person_315660,Жінка,18,2025-01-12,Одеса,Донецьк,Робота,562.15
mig_3782114,Person_443866,Чоловік,28,2025-02-03,Харків,Львів,Навчання,875.45
mig_1252603,Person_773178,Чоловік,27,2025-01-19,Львів,Суми,Навчання,774.48
mig_2129257,Person_185015,Чоловік,30,2025-02-17,Харків,Одеса,Навчання,565.19
mig_2296013,Person_505186,Жінка,43,2025-02-14,Одеса,Харків,Екологічні причини,565.19
mig_1846186,Person_547026,Чоловік,70,2025-03-07,Дніпро,Київ,Робота,395.21
mig_6419862,Person_927420,Чоловік,68,2025-03-05,Одеса,Київ,Екологічні причини,441.44
mig_8529366,Person_327853,Жінка,39,2025-01-22,Запоріжжя,Київ,Навчання,444.56
mig_5603554,Person_540330,Чоловік,33,2025-02-10,Одеса,Запоріжжя,Робота,367.19
mig_9385304,Person_938582,Чоловік,57,2025-02-19,Львів,Одеса,Сімейні обставини,621.95
mig_8679316,Person_480241,Чоловік,41,2025-03-24,Полтава,Дніпро,Робота,130.09
mig_3945287,Person_435818,Жінка,18,2025-04-09,Львів,Полтава,Робота,758.72
mig_6040930,Person_499860,Чоловік,43,2025-02-18,Дніпро,Запоріжжя,Покращення житлових умов,69.94
mig_5306563,Person_597830,Жінка,20,2025-02-04,Запоріжжя,Суми,Робота,342.21
mig_8018625,Person_523994,Чоловік,47,2025-01-17,Львів,Дніпро,Навчання,817.27
mig_9868574,Person_94051,Жінка,38,2025-03-12,Донецьк,Львів,Робота,1027.87
mig_9828384,Person_347749,Жінка,31,2025-04-11,Харків,Київ,Сімейні обставини,410.33
mig_6796068,Person_366627,Чоловік,45,2025-01-20,Дніпро,Вінниця,Робота,490.12
mig_9311085,Person_461019,Жінка,36,2025-02-07,Дніпро,Суми,Покращення житлових умов,272.31
mig_5657196,Person_953715,Жінка,32,2025-01-14,Донецьк,Київ,Сімейні обставини,594.92
mig_7672593,Person_744173,Жінка,31,2025-01-12,Полтава,Київ,Покращення житлових умов,304.13
mig_8948577,Person_560849,Чоловік,47,2025-02-28,Полтава,Дніпро,Робота,130.09
mig_9063535,Person_507029,Чоловік,55,2025-04-11,Львів,Запоріжжя,Покращення житлових умов,844.46
mig_2522916,Person_438164,Жінка,18,2025-02-01,Суми,Запоріжжя,Бізнес,342.21
mig_7025215,Person_231671,Жінка,18,2025-02-06,Донецьк,Полтава,Сімейні обставини,295.97
mig_1902404,Person_959841,Жінка,27,2025-02-11,Львів,Полтава,Робота,758.72
mig_8672841,Person_609927,Жінка,33,2025-03-02,Одеса,Донецьк,Сімейні обставини,562.15
mig_8275799,Person_154561,Чоловік,38,2025-04-05,Донецьк,Одеса,Навчання,562.15
mig_6991315,Person_540448,Чоловік,36,2025-02-07,Харків,Львів,Особисті причини,875.45
mig_5054267,Person_176676,Чоловік,31,2025-02-26,Донецьк,Вінниця,Навчання,700.85
mig_5790200,Person_259948,Жінка,59,2025-02-19,Дніпро,Запоріжжя,Робота,69.94
mig_1387884,Person_52800,Жінка,24,2025-03-25,Дніпро,Запоріжжя,Відновлення після війни,69.94
mig_7737079,Person_594852,Чоловік,28,2025-02-15,Одеса,Суми,Навчання,576.11
mig_4278292,Person_427749,Чоловік,31,2025-01-19,Харків,Київ,Покращення житлових умов,410.33
mig_8516167,Person_904162,Чоловік,18,2025-03-27,Донецьк,Київ,Особисті причини,594.92
mig_2679928,Person_58366,Чоловік,18,2025-04-02,Київ,Донецьк,Робота,594.92
mig_6493350,Person_722844,Жінка,58,2025-04-01,Львів,Одеса,Навчання,621.95
mig_4173523,Person_370323,Жінка,46,2025-04-05,Харків,Львів,Навчання,875.45
mig_7549839,Person_656426,Жінка,42,2025-04-10,Суми,Вінниця,Бізнес,489.75
mig_2874687,Person_652724,Чоловік,18,2025-02-18,Київ,Донецьк,Особисті причини,594.92
mig_5830628,Person_651465,Чоловік,18,2025-03-07,Одеса,Вінниця,Робота,349.26
mig_2482833,Person_633395,Чоловік,48,2025-02-04,Суми,Львів,Відновлення після війни,774.48
mig_2820025,Person_703097,Жінка,21,2025-02-14,Донецьк,Одеса,Бізнес,562.15
mig_8293917,Person_726869,Чоловік,40,2025-03-09,Запоріжжя,Вінниця,Робота,516.29
mig_9757495,Person_575433,Жінка,18,2025-03-08,Львів,Харків,Навчання,875.45
mig_3503711,Person_959393,Чоловік,37,2025-02-10,Харків,Київ,Покращення житлових умов,410.33
mig_6556986,Person_112612,Чоловік,29,2025-03-03,Харків,Дніпро,Робота,190.64
mig_8843884,Person_125967,Жінка,46,2025-03-05,Одеса,Вінниця,Покращення житлових умов,349.26
mig_4356790,Person_509925,Жінка,18,2025-03-15,Київ,Дніпро,Робота,395.21
mig_6414960,Person_764222,Чоловік,45,2025-02-15,Полтава,Дніпро,Робота,130.09
mig_6527835,Person_751242,Чоловік,28,2025-03-13,Суми,Полтава,Навчання,147.81
mig_7576744,Person_957685,Чоловік,40,2025-01-18,Донецьк,Полтава,Покращення житлових умов,295.97
mig_3170399,Person_177713,Жінка,31,2025-01-28,Запоріжжя,Львів,Навчання,844.46
mig_8575651,Person_405836,Жінка,46,2025-03-28,Дніпро,Харків,Покращення житлових умов,190.64
mig_9371744,Person_59401,Жінка,31,2025-01-28,Львів,Запоріжжя,Робота,844.46
mig_7086433,Person_820842,Чоловік,38,2025-03-25,Полтава,Донецьк,Навчання,295.97
mig_2360472,Person_804625,Чоловік,55,2025-04-02,Львів,Одеса,Робота,621.95
mig_9243541,Person_205157,Жінка,43,2025-02-17,Одеса,Донецьк,Сімейні обставини,562.15
mig_3128146,Person_230222,Жінка,18,2025-01-19,Київ,Харків,Сімейні обставини,410.33
mig_1746761,Person_715256,Чоловік,42,2025-02-27,Донецьк,Суми,Відновлення після війни,388.37
mig_2607976,Person_921503,Чоловік,18,2025-03-09,Вінниця,Полтава,Бізнес,443.09
mig_3308322,Person_752182,Чоловік,28,2025-03-07,Вінниця,Запоріжжя,Навчання,516.29
mig_6357170,Person_509899,Чоловік,32,2025-01-15,Київ,Полтава,Навчання,304.13
mig_6020770,Person_662730,Жінка,18,2025-03-30,Вінниця,Львів,Робота,328.23
mig_6827782,Person_880427,Чоловік,50,2025-03-05,Львів,Вінниця,Робота,328.23
mig_6849960,Person_116412,Жінка,45,2025-04-07,Одеса,Вінниця,Покращення житлових умов,349.26
mig_8936478,Person_418941,Чоловік,50,2025-02-25,Дніпро,Донецьк,Навчання,210.74
mig_1824554,Person_681857,Чоловік,24,2025-02-27,Полтава,Донецьк,Сімейні обставини,295.97
mig_1420454,Person_363115,Жінка,27,2025-03-12,Київ,Полтава,Робота,304.13
mig_2730487,Person_271995,Чоловік,31,2025-02-20,Харків,Полтава,Навчання,129.02
mig_6234270,Person_62320,Жінка,40,2025-02-11,Львів,Запоріжжя,Навчання,844.46
mig_6474880,Person_619138,Жінка,40,2025-01-30,Суми,Запоріжжя,Робота,342.21
mig_3676360,Person_897248,Чоловік,43,2025-03-05,Дніпро,Донецьк,Бізнес,210.74
mig_9131768,Person_89373,Чоловік,64,2025-03-30,Дніпро,Вінниця,Сімейні обставини,490.12
mig_7353047,Person_516803,Чоловік,25,2025-03-28,Донецьк,Запоріжжя,Навчання,199.98
mig_2439390,Person_455836,Чоловік,53,2025-03-11,Суми,Донецьк,Бізнес,388.37
mig_6132062,Person_654297,Чоловік,18,2025-04-09,Запоріжжя,Дніпро,Сімейні обставини,69.94
mig_5433384,Person_555317,Чоловік,46,2025-02-23,Запоріжжя,Дніпро,Робота,69.94
mig_6008584,Person_223464,Жінка,18,2025-02-16,Полтава,Вінниця,Робота,443.09
mig_5568485,Person_724198,Жінка,18,2025-04-04,Вінниця,Харків,Навчання,567.04
mig_5460950,Person_504151,Чоловік,25,2025-02-11,Львів,Суми,Робота,774.48
mig_8644104,Person_398826,Жінка,28,2025-02-26,Дніпро,Харків,Сімейні обставини,190.64
mig_5083140,Person_45782,Чоловік,41,2025-02-06,Полтава,Харків,Бізнес,129.02
mig_5264795,Person_247910,Чоловік,18,2025-03-18,Запоріжжя,Дніпро,Робота,69.94
mig_2372953,Person_651749,Жінка,25,2025-02-26,Донецьк,Вінниця,Сімейні обставини,700.85
mig_1654861,Person_899067,Чоловік,43,2025-03-12,Харків,Одеса,Покращення житлових умов,565.19
mig_5033102,Person_959429,Жінка,26,2025-01-29,Львів,Харків,Робота,875.45
mig_7739256,Person_991377,Чоловік,36,2025-01-12,Донецьк,Суми,Сімейні обставини,388.37
mig_7319342,Person_358809,Чоловік,44,2025-01-21,Харків,Одеса,Навчання,565.19
mig_2113232,Person_240823,Жінка,18,2025-03-10,Одеса,Полтава,Навчання,447.93
mig_2984691,Person_13771,Жінка,40,2025-03-16,Київ,Вінниця,Сімейні обставини,200.43
mig_1573963,Person_822151,Чоловік,18,2025-02-20,Дніпро,Харків,Відновлення після війни,190.64
mig_6482810,Person_468251,Жінка,20,2025-03-27,Донецьк,Суми,Навчання,388.37
mig_1299039,Person_853565,Чоловік,18,2025-02-02,Одеса,Львів,Робота,621.95
mig_7740570,Person_591372,Чоловік,18,2025-03-10,Донецьк,Дніпро,Робота,210.74
mig_3656888,Person_419720,Жінка,18,2025-01-15,Київ,Вінниця,Покращення житлових умов,200.43
mig_4207090,Person_258760,Жінка,30,2025-02-26,Одеса,Запоріжжя,Особисті причини,367.19
mig_9132430,Person_350548,Жінка,27,2025-03-17,Одеса,Харків,Бізнес,565.19
mig_3954509,Person_679593,Жінка,37,2025-03-07,Дніпро,Донецьк,Покращення житлових умов,210.74
mig_6980147,Person_699254,Жінка,39,2025-02-18,Вінниця,Запоріжжя,Навчання,516.29
mig_5167245,Person_816261,Жінка,33,2025-04-08,Дніпро,Київ,Екологічні причини,395.21
mig_1424228,Person_34013,Чоловік,26,2025-03-05,Одеса,Львів,Покращення житлових умов,621.95
mig_3170368,Person_983480,Чоловік,18,2025-01-24,Суми,Харків,Покращення житлових умов,143.83
mig_1061879,Person_825437,Жінка,36,2025-02-19,Дніпро,Київ,Відновлення після війни,395.21
mig_8522394,Person_167960,Чоловік,39,2025-03-31,Запоріжжя,Полтава,Сімейні обставини,199.31
mig_6237851,Person_55522,Жінка,31,2025-02-18,Київ,Львів,Навчання,468.95
mig_2656376,Person_488256,Чоловік,36,2025-03-21,Львів,Дніпро,Навчання,817.27
mig_2446816,Person_396148,Чоловік,28,2025-02-23,Харків,Донецьк,Навчання,248.19
mig_4164093,Person_745158,Жінка,30,2025-01-15,Дніпро,Одеса,Екологічні причини,393.29
mig_7364716,Person_766179,Чоловік,64,2025-04-03,Полтава,Суми,Робота,147.81
mig_1085081,Person_313886,Чоловік,42,2025-03-25,Полтава,Одеса,Робота,447.93
mig_4928084,Person_643053,Жінка,30,2025-03-26,Запоріжжя,Полтава,Сімейні обставини,199.31
mig_3074074,Person_682043,Жінка,24,2025-04-11,Дніпро,Київ,Сімейні обставини,395.21
mig_4156351,Person_512084,Жінка,23,2025-02-20,Суми,Запоріжжя,Робота,342.21
mig_1370458,Person_151210,Жінка,18,2025-03-08,Суми,Львів,Робота,774.48
mig_6845859,Person_660332,Жінка,31,2025-04-07,Запоріжжя,Харків,Бізнес,252.6
mig_2066931,Person_144755,Чоловік,31,2025-03-30,Запоріжжя,Вінниця,Робота,516.29
mig_6496670,Person_373562,Чоловік,18,2025-02-20,Запоріжжя,Донецьк,Сімейні обставини,199.98
mig_1988986,Person_79900,Жінка,21,2025-02-25,Вінниця,Одеса,Робота,349.26
mig_5739185,Person_896271,Жінка,49,2025-01-30,Львів,Вінниця,Навчання,328.23
mig_3071599,Person_802637,Жінка,18,2025-03-11,Одеса,Львів,Робота,621.95
mig_7541267,Person_379149,Чоловік,23,2025-03-22,Донецьк,Полтава,Навчання,295.97
mig_4779502,Person_141105,Чоловік,29,2025-01-17,Львів,Харків,Робота,875.45
mig_3365559,Person_56247,Жінка,32,2025-04-08,Полтава,Суми,Робота,147.81
mig_5825283,Person_14966,Чоловік,61,2025-03-07,Київ,Харків,Відновлення після війни,410.33
mig_8753705,Person_591070,Чоловік,32,2025-02-24,Харків,Запоріжжя,Сімейні обставини,252.6
mig_6487924,Person_179270,Чоловік,18,2025-02-22,Запоріжжя,Полтава,Робота,199.31
mig_3862649,Person_139505,Чоловік,28,2025-03-27,Київ,Донецьк,Робота,594.92
mig_6543528,Person_429825,Чоловік,22,2025-03-16,Запоріжжя,Дніпро,Бізнес,69.94
mig_9822069,Person_111295,Чоловік,55,2025-03-19,Львів,Харків,Навчання,875.45
mig_7560853,Person_75162,Чоловік,32,2025-02-10,Київ,Полтава,Робота,304.13
mig_4108597,Person_422608,Чоловік,50,2025-01-24,Одеса,Суми,Робота,576.11
mig_3538132,Person_231141,Жінка,18,2025-03-07,Дніпро,Львів,Покращення житлових умов,817.27
mig_9043594,Person_461136,Жінка,50,2025-03-19,Одеса,Львів,Покращення житлових умов,621.95
mig_9989558,Person_973181,Жінка,18,2025-03-18,Запоріжжя,Харків,Покращення житлових умов,252.6
mig_1413301,Person_488375,Чоловік,19,2025-04-03,Харків,Запоріжжя,Робота,252.6
mig_5795486,Person_702508,Чоловік,32,2025-01-19,Вінниця,Донецьк,Покращення житлових умов,700.85
mig_4680868,Person_169147,Чоловік,18,2025-01-28,Львів,Запоріжжя,Робота,844.46
mig_7425621,Person_813673,Жінка,29,2025-04-09,Харків,Одеса,Сімейні обставини,565.19
mig_4900469,Person_625884,Чоловік,32,2025-03-02,Вінниця,Полтава,Робота,443.09
mig_4669215,Person_41639,Жінка,29,2025-01-17,Харків,Полтава,Робота,129.02
mig_1792755,Person_305337,Жінка,19,2025-02-20,Донецьк,Вінниця,Робота,700.85
mig_2122447,Person_499171,Жінка,35,2025-03-31,Львів,Донецьк,Сімейні обставини,1027.87
mig_1075847,Person_29918,Чоловік,45,2025-02-13,Київ,Запоріжжя,Робота,444.56
mig_7031197,Person_601341,Жінка,26,2025-02-23,Київ,Одеса,Робота,441.44
mig_3160274,Person_425663,Чоловік,18,2025-02-06,Вінниця,Харків,Сімейні обставини,567.04
mig_7661211,Person_637882,Жінка,39,2025-01-16,Полтава,Донецьк,Навчання,295.97
mig_9381669,Person_997304,Жінка,37,2025-01-14,Дніпро,Запоріжжя,Покращення житлових умов,69.94
mig_8925137,Person_705251,Жінка,21,2025-02-19,Вінниця,Дніпро,Сімейні обставини,490.12
mig_3433240,Person_559325,Жінка,38,2025-01-13,Дніпро,Запоріжжя,Сімейні обставини,69.94
mig_9787418,Person_194107,Жінка,32,2025-02-02,Суми,Львів,Відновлення після війни,774.48
mig_1439961,Person_306246,Жінка,18,2025-01-15,Львів,Полтава,Покращення житлових умов,758.72
mig_3978911,Person_776909,Жінка,54,2025-03-14,Запоріжжя,Полтава,Робота,199.31
mig_9702065,Person_780283,Жінка,18,2025-01-23,Львів,Одеса,Сімейні обставини,621.95
mig_2325834,Person_84186,Чоловік,41,2025-03-23,Вінниця,Дніпро,Робота,490.12
mig_8555774,Person_417877,Чоловік,70,2025-03-09,Одеса,Вінниця,Покращення житлових умов,349.26
mig_9374602,Person_243468,Жінка,22,2025-01-13,Запоріжжя,Львів,Бізнес,844.46
mig_7249434,Person_50272,Жінка,34,2025-03-13,Вінниця,Київ,Робота,200.43
mig_7502779,Person_606575,Чоловік,21,2025-02-02,Львів,Одеса,Екологічні причини,621.95
mig_8125489,Person_718189,Жінка,32,2025-03-23,Одеса,Запоріжжя,Навчання,367.19
mig_7157631,Person_623237,Жінка,18,2025-03-19,Полтава,Суми,Бізнес,147.81
mig_3624592,Person_85221,Чоловік,18,2025-01-30,Львів,Дніпро,Покращення житлових умов,817.27
mig_9657868,Person_132471,Чоловік,48,2025-03-10,Львів,Полтава,Навчання,758.72
mig_2547266,Person_266331,Жінка,36,2025-04-11,Донецьк,Полтава,Робота,295.97
mig_3392529,Person_850288,Жінка,26,2025-02-11,Полтава,Харків,Навчання,129.02
mig_5943981,Person_473745,Жінка,47,2025-03-16,Суми,Дніпро,Покращення житлових умов,272.31
mig_1950354,Person_575671,Жінка,58,2025-03-29,Запоріжжя,Львів,Навчання,844.46
mig_8422946,Person_294743,Чоловік,25,2025-01-12,Суми,Одеса,Сімейні обставини,576.11
mig_6033006,Person_238950,Чоловік,24,2025-01-21,Запоріжжя,Суми,Сімейні обставини,342.21
mig_8341093,Person_1657,Жінка,29,2025-01-25,Суми,Харків,Навчання,143.83
mig_5493934,Person_961738,Чоловік,42,2025-02-10,Вінниця,Запоріжжя,Робота,516.29
mig_6711825,Person_25873,Жінка,21,2025-02-13,Харків,Львів,Робота,875.45
mig_7011233,Person_985271,Чоловік,22,2025-03-17,Київ,Львів,Сімейні обставини,468.95
mig_1403701,Person_682360,Жінка,53,2025-02-09,Запоріжжя,Дніпро,Сімейні обставини,69.94
mig_4690573,Person_589765,Жінка,29,2025-02-09,Дніпро,Вінниця,Навчання,490.12
mig_8930283,Person_42174,Чоловік,20,2025-03-11,Львів,Суми,Робота,774.48
mig_1149202,Person_745629,Жінка,45,2025-03-31,Харків,Вінниця,Покращення житлових умов,567.04
mig_7440309,Person_905090,Жінка,22,2025-02-05,Дніпро,Київ,Відновлення після війни,395.21
mig_9666763,Person_733931,Чоловік,25,2025-02-25,Львів,Київ,Навчання,468.95
mig_3286608,Person_168811,Жінка,41,2025-01-15,Запоріжжя,Львів,Покращення житлових умов,844.46
mig_6079996,Person_685100,Чоловік,25,2025-04-02,Київ,Полтава,Сімейні обставини,304.13
mig_2762021,Person_559810,Жінка,42,2025-01-18,Запоріжжя,Полтава,Робота,199.31
mig_5107222,Person_763941,Чоловік,18,2025-02-01,Харків,Одеса,Навчання,565.19
mig_6824050,Person_274263,Чоловік,63,2025-02-07,Дніпро,Суми,Особисті причини,272.31
mig_8776300,Person_372452,Чоловік,27,2025-03-24,Київ,Полтава,Покращення житлових умов,304.13
mig_4139954,Person_619330,Чоловік,27,2025-03-14,Запоріжжя,Львів,Покращення житлових умов,844.46
mig_7980581,Person_777677,Жінка,18,2025-02-18,Одеса,Харків,Покращення житлових умов,565.19
mig_6144783,Person_913914,Чоловік,32,2025-01-11,Запоріжжя,Полтава,Навчання,199.31
mig_9078084,Person_454851,Жінка,33,2025-04-04,Вінниця,Харків,Екологічні причини,567.04
mig_4638969,Person_122028,Жінка,28,2025-03-19,Одеса,Львів,Навчання,621.95
mig_1209816,Person_504996,Жінка,44,2025-03-06,Полтава,Київ,Сімейні обставини,304.13
mig_4855507,Person_220256,Чоловік,39,2025-02-04,Львів,Полтава,Покращення житлових умов,758.72
mig_8773805,Person_955566,Жінка,48,2025-01-24,Одеса,Суми,Робота,576.11
mig_4986078,Person_267964,Жінка,18,2025-03-12,Дніпро,Запоріжжя,Відновлення після війни,69.94
mig_1824723,Person_356737,Жінка,41,2025-02-23,Харків,Донецьк,Сімейні обставини,248.19
mig_3849595,Person_996570,Чоловік,59,2025-03-12,Вінниця,Суми,Робота,489.75
mig_6655858,Person_683052,Чоловік,46,2025-03-23,Львів,Харків,Робота,875.45
mig_2736697,Person_756395,Чоловік,29,2025-02-03,Суми,Харків,Екологічні причини,143.83
mig_7366941,Person_775685,Чоловік,22,2025-03-28,Львів,Полтава,Робота,758.72
mig_9745520,Person_289620,Жінка,47,2025-03-26,Суми,Київ,Робота,306.35
mig_8136795,Person_104469,Жінка,29,2025-01-19,Суми,Дніпро,Робота,272.31
mig_2499885,Person_994208,Жінка,49,2025-04-03,Львів,Харків,Навчання,875.45
mig_8744355,Person_343903,Жінка,28,2025-02-02,Київ,Харків,Навчання,410.33
mig_1152612,Person_535264,Жінка,42,2025-03-20,Одеса,Львів,Робота,621.95
mig_5641427,Person_907264,Чоловік,43,2025-02-12,Харків,Вінниця,Покращення житлових умов,567.04
mig_2630408,Person_239105,Жінка,32,2025-03-19,Запоріжжя,Харків,Робота,252.6
mig_8233460,Person_789196,Жінка,45,2025-02-18,Вінниця,Дніпро,Робота,490.12
mig_8189088,Person_838596,Чоловік,62,2025-02-11,Донецьк,Львів,Відновлення після війни,1027.87
